Serial-No,Period,Age-group,Income-Level," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,Airtime-Data-bundles
482,20/11/2023,Millennials,High Income,Same,Same,Same
483,20/11/2023,Millennials,Middle Income,Same,Same,More
484,20/11/2023,Millennials,Middle Income,More,More,Less
485,20/11/2023,Millennials,High Income,Same,Same,Same
486,20/11/2023,Millennials,Middle Income,Same,Same,Less
487,20/11/2023,Millennials,Middle Income,Same,Same,Same
488,20/11/2023,Millennials,Middle Income,Same,Same,Same
489,20/11/2023,Millennials,Middle Income,Same,Same,Same
490,20/11/2023,Millennials,Middle Income,Same,More,Same
491,20/11/2023,Millennials,Middle Income,Same,Same,More
492,20/11/2023,Millennials,Low Income,Same,Same,Less
493,20/11/2023,Millennials,Low Income,Same,Same,Less
494,20/11/2023,Millennials,Middle Income,Same,Same,Same
495,20/11/2023,Millennials,Low Income,Same,Same,Same
496,20/11/2023,Millennials,Middle Income,Same,Same,Same
497,20/11/2023,Millennials,Middle Income,Less,Same,Same
498,20/11/2023,Millennials,Middle Income,Same,Same,Same
499,20/11/2023,Millennials,High Income,Same,Same,Same
500,20/11/2023,Millennials,Middle Income,Same,Same,Same
501,20/11/2023,Millennials,Middle Income,Same,More,More
502,20/11/2023,Millennials,Middle Income,Same,Same,Same
503,20/11/2023,Millennials,Middle Income,Same,Same,Same
504,20/11/2023,Millennials,High Income,More,More,Same
505,20/11/2023,Millennials,Middle Income,Same,Less,Same
506,20/11/2023,Millennials,Middle Income,Same,Same,Same
507,20/11/2023,Millennials,Middle Income,Same,More,More
508,20/11/2023,Millennials,Middle Income,Same,Same,Same
509,20/11/2023,Millennials,Middle Income,Same,Same,Same
510,20/11/2023,Millennials,Middle Income,Same,Same,Less
511,20/11/2023,Millennials,High Income,Same,Less,Same
512,20/11/2023,Millennials,High Income,More,Same,More
513,20/11/2023,Millennials,Middle Income,Same,Same,Same
514,20/11/2023,Millennials,High Income,Same,Same,More
515,20/11/2023,Millennials,High Income,Same,More,Same
516,20/11/2023,Millennials,Low Income,Same,Same,Same
517,20/11/2023,Millennials,Middle Income,Same,Same,Same
518,20/11/2023,Millennials,Low Income,Same,Same,More
519,20/11/2023,Millennials,Low Income,Same,Same,Same
520,20/11/2023,Millennials,Middle Income,More,Same,Same
521,20/11/2023,Millennials,Middle Income,Same,Less,Same
522,20/11/2023,Millennials,Middle Income,Same,Same,Same
523,20/11/2023,Millennials,Low Income,Same,Same,Same
524,20/11/2023,Millennials,Middle Income,Same,Same,Same
525,20/11/2023,Millennials,High Income,More,More,More
526,20/11/2023,Millennials,Low Income,Less,Less,Same
527,20/11/2023,Millennials,Middle Income,Same,Less,Same
528,20/11/2023,Millennials,Middle Income,Same,Same,Same
529,20/11/2023,Millennials,Middle Income,More,More,More
530,20/11/2023,Millennials,Middle Income,Same,Same,Less
531,20/11/2023,Millennials,Middle Income,More,Less,Same
532,20/11/2023,Millennials,Middle Income,Same,Same,Less
533,20/11/2023,Millennials,Middle Income,Same,Same,Same
534,20/11/2023,Millennials,Middle Income,Same,Same,More
535,20/11/2023,Millennials,Middle Income,Same,Same,Less
536,20/11/2023,Millennials,Low Income,Same,Same,Less
537,20/11/2023,Millennials,Low Income,Same,Same,Same
538,20/11/2023,Millennials,Low Income,More,More,More
539,20/11/2023,Millennials,Low Income,Less,Less,Same
540,20/11/2023,Millennials,Middle Income,Same,Same,Less
541,20/11/2023,Millennials,Low Income,Same,Same,Same
542,20/11/2023,Millennials,Middle Income,Same,Same,More
543,20/11/2023,Millennials,Middle Income,Same,Same,More
544,20/11/2023,Millennials,Low Income,Less,Less,Same
545,20/11/2023,Millennials,High Income,More,More,More
546,20/11/2023,Millennials,Middle Income,Same,Same,Same
547,20/11/2023,Millennials,Low Income,Same,Less,Same
548,20/11/2023,Millennials,Middle Income,Less,Less,Less
549,20/11/2023,Millennials,Middle Income,Same,Same,Same
550,20/11/2023,Millennials,Middle Income,Same,Same,More
551,20/11/2023,Millennials,Low Income,Same,More,Same
552,20/11/2023,Millennials,Middle Income,Same,Same,More
553,20/11/2023,Millennials,Middle Income,Same,Same,Same
554,20/11/2023,Millennials,Middle Income,Less,More,Same
555,20/11/2023,Millennials,Low Income,More,Same,Same
556,20/11/2023,Millennials,Middle Income,More,Less,More
557,20/11/2023,Millennials,High Income,Same,Same,Same
558,20/11/2023,Millennials,Middle Income,Same,Same,Same
559,20/11/2023,Millennials,Middle Income,Same,Same,Less
560,20/11/2023,Millennials,Middle Income,More,More,Same
561,20/11/2023,Millennials,Middle Income,More,More,More
562,20/11/2023,Millennials,Middle Income,Same,Same,Same
563,20/11/2023,Millennials,Middle Income,Same,Same,Same
564,20/11/2023,Millennials,Middle Income,Same,Same,Less
565,20/11/2023,Millennials,Middle Income,More,More,More
566,20/11/2023,Millennials,Middle Income,Same,Same,Same
567,20/11/2023,Millennials,Middle Income,Same,Same,Same
568,20/11/2023,Millennials,High Income,Less,Less,Same
569,20/11/2023,Millennials,Low Income,Same,Same,Same
570,20/11/2023,Millennials,Middle Income,Same,Same,Same
571,20/11/2023,Millennials,Middle Income,Same,Same,More
572,20/11/2023,Millennials,High Income,More,More,More
573,20/11/2023,Millennials,High Income,Same,Same,Same
574,20/11/2023,Millennials,Middle Income,Same,Same,Same
575,20/11/2023,Millennials,Middle Income,Same,Same,Less
576,20/11/2023,Millennials,Middle Income,Same,More,Same
577,20/11/2023,Millennials,Middle Income,Same,Same,Less
578,20/11/2023,Millennials,Middle Income,Same,Same,Same
579,20/11/2023,Millennials,Low Income,Same,Same,Same
580,20/11/2023,Millennials,Middle Income,Same,Same,Same
581,20/11/2023,Millennials,Middle Income,Less,Same,Same
582,20/11/2023,Millennials,Middle Income,Same,Same,Same
583,20/11/2023,Millennials,Middle Income,Same,Same,Same
584,20/11/2023,Millennials,Middle Income,Same,Same,Same
585,20/11/2023,Millennials,Middle Income,Same,Same,Same
586,20/11/2023,Millennials,Middle Income,Same,Same,Same
587,20/11/2023,Millennials,Middle Income,Same,Same,Less
588,20/11/2023,Millennials,High Income,More,Same,More
589,20/11/2023,Millennials,Middle Income,Same,Same,Same
590,20/11/2023,Millennials,Middle Income,Less,Less,Less
591,20/11/2023,Millennials,Middle Income,Same,Same,Same
592,20/11/2023,Millennials,Low Income,Same,Same,Less
593,20/11/2023,Millennials,Low Income,Same,Same,Less
594,20/11/2023,Gen Z,Low Income,Same,Same,Same
595,20/11/2023,Gen Z,High Income,More,Same,More
596,20/11/2023,Gen Z,Low Income,Same,Same,Same
597,20/11/2023,Gen Z,Low Income,Less,Less,Less
598,20/11/2023,Gen Z,Middle Income,Same,Same,More
599,20/11/2023,Gen Z,Low Income,Same,Same,Same
600,20/11/2023,Gen Z,Middle Income,Same,Same,Less
601,20/11/2023,Gen Z,Low Income,Same,Same,Same
602,20/11/2023,Gen Z,Low Income,Same,Same,Same
603,20/11/2023,Gen Z,Low Income,Same,More,More
604,20/11/2023,Gen Z,Low Income,Same,Same,More
605,20/11/2023,Gen Z,Low Income,Same,Same,Less
606,20/11/2023,Gen Z,Middle Income,Same,Same,Less
607,20/11/2023,Gen Z,Low Income,Same,Don't Know or Don't Buy,Less
608,20/11/2023,Gen Z,Middle Income,Same,Same,Less
609,20/11/2023,Gen Z,Middle Income,Less,Less,More
610,20/11/2023,Gen Z,High Income,Same,Same,Same
611,20/11/2023,Gen Z,Middle Income,Same,Less,More
612,20/11/2023,Gen Z,Low Income,Same,Same,Same
613,20/11/2023,Gen Z,Middle Income,Same,Less,Same
614,20/11/2023,Gen Z,Low Income,Same,Same,Same
615,20/11/2023,Gen Z,Middle Income,Less,Same,Same
616,20/11/2023,Gen Z,Low Income,Same,Same,Less
617,20/11/2023,Gen Z,Middle Income,Less,Less,Less
618,20/11/2023,Gen Z,High Income,More,Same,Same
619,20/11/2023,Gen Z,Low Income,Same,Less,Same
620,20/11/2023,Gen Z,Middle Income,Same,Same,Same
621,20/11/2023,Gen Z,Middle Income,Less,Less,Less
622,20/11/2023,Gen Z,Middle Income,Same,Same,More
623,20/11/2023,Gen Z,Low Income,Less,Less,Less
624,20/11/2023,Gen Z,Middle Income,Same,More,More
625,20/11/2023,Gen Z,Low Income,Same,Same,Same
626,20/11/2023,Gen Z,Low Income,Same,Same,Less
627,20/11/2023,Gen Z,Low Income,Same,Same,Less
628,20/11/2023,Gen Z,Low Income,Less,Less,Less
629,20/11/2023,Gen Z,Low Income,Same,Less,Don't Know or Don't Buy
630,20/11/2023,Gen Z,Middle Income,Same,Same,Same
631,20/11/2023,Gen Z,Middle Income,Same,Less,Less
632,20/11/2023,Gen X,High Income,Same,Same,More
633,20/11/2023,Gen X,Middle Income,Same,Same,Same
634,20/11/2023,Gen X,Middle Income,Same,Same,Less
635,20/11/2023,Gen X,Middle Income,Same,Same,Same
636,20/11/2023,Gen X,Middle Income,Less,Less,Less
637,20/11/2023,Gen X,Middle Income,More,Don't Know or Don't Buy,Same
638,20/11/2023,Gen X,Middle Income,Same,Same,Same
639,20/11/2023,Gen X,Low Income,More,More,More
640,20/11/2023,Gen X,Middle Income,More,More,Same
641,20/11/2023,Gen X,Middle Income,Same,Same,More
642,20/11/2023,Baby Boomers,Low Income,Same,More,Less
643,20/11/2023,Baby Boomers,Middle Income,Same,Same,Same
644,20/11/2023,Baby Boomers,Middle Income,Same,More,Same
645,20/11/2023,Gen Z,High Income,Same,More,More
646,20/11/2023,Gen Z,High Income,Same,More,More
647,20/11/2023,Baby Boomers,Middle Income,Same,Less,Same
648,20/11/2023,Baby Boomers,Middle Income,Same,Same,Same
649,20/11/2023,Gen Z,Middle Income,Same,Same,More
650,20/11/2023,Gen Z,Low Income,Same,Same,Same
651,20/11/2023,Gen Z,Low Income,Same,More,More
652,20/11/2023,Gen Z,Low Income,Same,Same,Same
653,20/11/2023,Gen Z,Low Income,Same,Same,Same
654,20/11/2023,Gen Z,High Income,Less,Same,Same
655,20/11/2023,Gen Z,Low Income,Same,Same,Less
656,20/11/2023,Gen Z,High Income,Same,Same,More
657,20/11/2023,Gen Z,High Income,Same,More,More
658,20/11/2023,Gen Z,Middle Income,Same,More,More
659,20/11/2023,Gen Z,Low Income,Same,Same,Same
660,20/11/2023,Gen Z,Middle Income,Same,Less,More
661,20/11/2023,Gen Z,Low Income,Same,Same,Same
662,20/11/2023,Gen Z,Middle Income,Same,Same,More
663,20/11/2023,Gen X,Low Income,Less,Less,Same
664,20/11/2023,Gen X,Middle Income,Same,Same,Same
665,20/11/2023,Gen X,Middle Income,Same,Same,More
666,20/11/2023,Gen X,Middle Income,More,More,More
667,20/11/2023,Gen X,Middle Income,Same,Same,Same
668,20/11/2023,Gen X,Middle Income,Same,Same,Same
669,20/11/2023,Gen X,High Income,Same,Same,Same
670,20/11/2023,Gen X,Middle Income,Same,Same,Same
671,20/11/2023,Gen X,High Income,Same,Same,Same
672,20/11/2023,Gen X,Middle Income,More,More,More
673,20/11/2023,Gen X,Middle Income,More,More,More
674,20/11/2023,Gen X,Middle Income,Same,Same,Same
675,20/11/2023,Gen X,Middle Income,More,More,More
676,20/11/2023,Gen X,Middle Income,Same,Same,Same
677,20/11/2023,Gen X,Middle Income,Same,Same,Same
678,20/11/2023,Gen X,Middle Income,Same,Same,Same
679,20/11/2023,Gen X,Middle Income,More,Same,More
680,20/11/2023,Gen X,Middle Income,Same,Same,Less
681,20/11/2023,Gen X,Middle Income,Same,More,More
682,20/11/2023,Gen X,Middle Income,Same,Same,More
683,20/11/2023,Gen X,Low Income,Same,Same,Same
684,20/11/2023,Gen X,Middle Income,Same,Same,Same
685,20/11/2023,Gen X,Middle Income,Same,Same,Same
686,20/11/2023,Gen X,High Income,More,More,More
687,20/11/2023,Gen X,Middle Income,Same,Same,Less
688,20/11/2023,Gen X,Low Income,Less,Less,Less
689,20/11/2023,Millennials,Middle Income,Same,Same,Same
690,20/11/2023,Baby Boomers,Middle Income,Same,Same,Less
691,20/11/2023,Baby Boomers,Middle Income,Same,Same,Less
692,20/11/2023,Baby Boomers,High Income,Same,Same,More
693,20/11/2023,Baby Boomers,Middle Income,Same,Same,More
694,20/11/2023,Millennials,Middle Income,Same,More,Same
695,20/11/2023,Baby Boomers,Middle Income,More,Same,Same
696,20/11/2023,Gen X,Middle Income,Same,Less,Same
697,20/11/2023,Gen X,Middle Income,Less,Less,More
698,20/11/2023,Gen Z,High Income,More,More,More
699,20/11/2023,Baby Boomers,Low Income,Less,Less,Same
700,20/11/2023,Gen X,Middle Income,Same,Same,Same
701,20/11/2023,Baby Boomers,Low Income,Same,Same,Same
702,20/11/2023,Gen X,Middle Income,Less,Less,Same
703,20/11/2023,Gen X,Low Income,More,More,More
704,20/11/2023,Gen X,Low Income,Less,Same,Less
705,20/11/2023,Gen X,Low Income,Less,Same,Less
706,20/11/2023,Baby Boomers,Low Income,Same,Same,More
707,20/11/2023,Gen X,Middle Income,Same,Same,Same
708,20/11/2023,Gen X,High Income,Same,Same,Same
709,20/11/2023,Gen X,Middle Income,Same,Same,Same
710,20/11/2023,Gen X,High Income,More,Same,More
711,20/11/2023,Baby Boomers,High Income,Same,Same,Less
712,20/11/2023,Gen X,Middle Income,Same,Same,More
713,20/11/2023,Gen X,High Income,Same,More,More
714,20/11/2023,Baby Boomers,High Income,More,More,More
715,20/11/2023,Gen X,High Income,Same,Less,Same
716,20/11/2023,Gen X,Middle Income,Same,Same,Same
717,20/11/2023,Gen Z,Low Income,More,Same,Less
718,20/11/2023,Gen Z,Middle Income,Same,Less,Less
719,20/11/2023,Gen Z,Middle Income,Less,Same,Same
720,20/11/2023,Gen Z,Middle Income,Don't Know or Don't Buy,Don't Know or Don't Buy,Don't Know or Don't Buy
721,20/11/2023,Gen Z,Middle Income,More,More,More
722,20/11/2023,Gen Z,Middle Income,Less,Less,Less
723,20/11/2023,Gen Z,Middle Income,Same,Same,More
724,20/11/2023,Gen Z,Low Income,Less,Less,Same
725,20/11/2023,Gen Z,Low Income,Less,Same,More
726,20/11/2023,Gen Z,Low Income,Same,Same,Same
727,20/11/2023,Gen Z,Low Income,Same,Same,Same
728,20/11/2023,Gen Z,Low Income,Less,Same,Less
729,20/11/2023,Gen Z,Low Income,More,More,More
730,20/11/2023,Gen Z,Middle Income,Same,Same,More
731,20/11/2023,Gen Z,Low Income,Less,Less,Same
732,20/11/2023,Gen Z,Middle Income,Less,Less,Less
733,20/11/2023,Gen Z,Low Income,Less,Less,Don't Know or Don't Buy
734,20/11/2023,Gen Z,Low Income,Same,Same,Same
735,20/11/2023,Gen Z,Low Income,Same,Same,More
736,20/11/2023,Gen Z,Low Income,Same,Less,Same
737,20/11/2023,Gen Z,Low Income,Same,Less,Less
738,20/11/2023,Gen Z,Middle Income,Same,Less,More
739,20/11/2023,Gen Z,Low Income,Same,Less,Same
740,20/11/2023,Gen Z,Low Income,Same,More,Less
741,20/11/2023,Gen Z,Low Income,Less,Less,Less
742,20/11/2023,Gen Z,Low Income,Same,Same,Less
743,20/11/2023,Gen Z,Low Income,Less,Same,Same
744,20/11/2023,Gen Z,Low Income,Same,Same,Same
745,20/11/2023,Gen Z,Low Income,Less,More,Same
746,20/11/2023,Gen Z,Middle Income,Same,Same,Same
747,20/11/2023,Gen Z,Low Income,Less,Less,Less
748,20/11/2023,Gen Z,Low Income,Same,Same,Less
749,20/11/2023,Gen Z,Low Income,Same,Same,Less
750,20/11/2023,Gen Z,Middle Income,Same,Less,Less
751,20/11/2023,Gen Z,Middle Income,Same,Less,Same
752,20/11/2023,Millennials,Middle Income,Less,Less,Less
753,20/11/2023,Millennials,Middle Income,Less,Same,Don't Know or Don't Buy
754,20/11/2023,Millennials,Middle Income,Same,Same,Same
755,20/11/2023,Millennials,Low Income,Same,Same,Same
756,20/11/2023,Millennials,Low Income,Less,Less,Less
757,20/11/2023,Millennials,Low Income,Less,Less,Less
758,20/11/2023,Millennials,Low Income,Same,Same,Less
759,20/11/2023,Millennials,Low Income,Less,Same,Same
760,20/11/2023,Millennials,Middle Income,Less,Less,Same
761,20/11/2023,Millennials,Low Income,Same,Don't Know or Don't Buy,Same
762,20/11/2023,Millennials,Middle Income,Same,Same,Same
763,20/11/2023,Millennials,Middle Income,Same,Less,Less
764,20/11/2023,Millennials,Low Income,Same,Same,Same
765,20/11/2023,Millennials,High Income,More,More,Same
766,20/11/2023,Millennials,Low Income,Same,More,Same
767,20/11/2023,Millennials,Low Income,Less,Same,More
768,20/11/2023,Millennials,Middle Income,Same,More,Less
769,20/11/2023,Millennials,Low Income,Less,Same,Same
770,20/11/2023,Millennials,Middle Income,Same,Same,Same
771,20/11/2023,Millennials,Low Income,Same,More,Same
772,20/11/2023,Millennials,Low Income,More,Same,Same
773,20/11/2023,Millennials,Low Income,Less,Less,Less
774,20/11/2023,Millennials,High Income,Same,Same,Same
775,20/11/2023,Millennials,Middle Income,Less,More,More
776,20/11/2023,Millennials,Low Income,Same,Same,Same
777,20/11/2023,Millennials,Low Income,Same,Same,Same
778,20/11/2023,Millennials,Middle Income,Same,Same,Same
779,20/11/2023,Millennials,Middle Income,Same,Same,Same
780,20/11/2023,Millennials,Middle Income,Same,Same,Same
781,20/11/2023,Millennials,Middle Income,Same,Same,Less
782,20/11/2023,Millennials,Low Income,Same,Same,Less
783,20/11/2023,Millennials,Low Income,Same,Same,Same
784,20/11/2023,Millennials,Middle Income,Same,Same,More
785,20/11/2023,Millennials,Low Income,Same,Same,Less
786,20/11/2023,Gen X,Middle Income,Same,Less,Less
787,20/11/2023,Gen X,Middle Income,Same,Less,Same
788,20/11/2023,Gen X,Middle Income,More,More,More
789,20/11/2023,Gen X,Middle Income,Same,Same,More
790,20/11/2023,Gen X,High Income,Less,Less,Less
791,20/11/2023,Gen X,High Income,Same,Same,Same
792,20/11/2023,Gen X,Middle Income,Same,Same,Same
793,20/11/2023,Gen X,Middle Income,Same,Same,Less
794,20/11/2023,Gen X,High Income,Same,Same,More
795,20/11/2023,Gen X,Middle Income,Same,Same,Less
796,20/11/2023,Gen X,Middle Income,Less,Less,Less
797,20/11/2023,Gen X,Middle Income,Same,Same,Same
798,20/11/2023,Gen X,High Income,Same,More,More
799,20/11/2023,Gen X,Low Income,Less,Same,Less
800,20/11/2023,Gen X,Middle Income,Same,More,More
801,20/11/2023,Gen X,Middle Income,Same,Same,Same
802,20/11/2023,Gen X,Middle Income,Same,Don't Know or Don't Buy,Same
803,20/11/2023,Gen X,Middle Income,Same,Same,Same
804,20/11/2023,Gen Z,High Income,Same,More,More
805,20/11/2023,Gen Z,High Income,Same,Same,Same
806,20/11/2023,Gen Z,Low Income,Same,Same,Same
807,20/11/2023,Gen Z,Low Income,Same,Same,Same
808,20/11/2023,Gen Z,Low Income,More,More,Same
809,20/11/2023,Gen Z,Low Income,More,Same,More
810,20/11/2023,Gen Z,Low Income,Same,Same,More
811,20/11/2023,Gen Z,High Income,Same,Same,Same
812,20/11/2023,Gen Z,Middle Income,Same,Same,Same
813,20/11/2023,Gen Z,Middle Income,Same,Less,Same
814,20/11/2023,Gen Z,Middle Income,More,Same,Same
815,20/11/2023,Baby Boomers,Middle Income,Same,Same,Same
816,20/11/2023,Baby Boomers,Middle Income,More,More,Same
817,20/11/2023,Baby Boomers,Middle Income,Less,Less,Less
818,20/11/2023,Baby Boomers,High Income,Same,More,More
819,20/11/2023,Baby Boomers,High Income,More,More,More
820,20/11/2023,Baby Boomers,Middle Income,Same,Same,Same
821,20/11/2023,Baby Boomers,Middle Income,More,More,Same
822,20/11/2023,Baby Boomers,Middle Income,Don't Know or Don't Buy,Don't Know or Don't Buy,Don't Know or Don't Buy
823,20/11/2023,Baby Boomers,Middle Income,More,Same,Same
824,20/11/2023,Baby Boomers,Middle Income,Same,Same,Less
825,20/11/2023,Millennials,Middle Income,Same,Same,Same
826,20/11/2023,Millennials,Middle Income,Less,Less,Same
827,20/11/2023,Millennials,Middle Income,Same,Don't Know or Don't Buy,Same
828,20/11/2023,Millennials,Middle Income,Same,Don't Know or Don't Buy,Less
829,20/11/2023,Millennials,Low Income,Less,Same,Less
830,20/11/2023,Millennials,Middle Income,More,Same,More
831,20/11/2023,Millennials,Low Income,Same,Same,Same
832,20/11/2023,Millennials,Low Income,Same,More,Same
833,20/11/2023,Millennials,Middle Income,Same,Same,More
834,20/11/2023,Millennials,Middle Income,Same,Less,Less
